tanggal,pm10,so2,co,o3,no2
2015-02-23,63.0,16.0,22.0,49.2,10.0
2015-02-24,70.0,17.0,37.0,12.0,13.0
2015-02-25,85.0,20.0,43.0,98.0,11.0
2015-02-26,87.0,19.0,27.0,111.0,21.0
2015-02-27,83.0,16.0,23.0,114.0,13.0
2015-02-28,78.0,17.0,29.0,34.0,16.0
2015-03-01,86.0,16.0,38.0,26.0,13.0
2015-03-02,57.0,17.0,22.0,30.0,11.0
2015-03-03,45.0,19.0,17.0,50.0,8.0
2015-03-04,52.0,16.0,32.0,31.0,11.0
2015-03-05,45.0,14.0,18.0,42.0,10.0
2015-03-06,62.0,17.0,30.0,69.0,10.0
2015-03-07,53.0,15.0,17.0,59.0,11.0
2015-03-08,46.0,14.0,22.0,28.0,8.0
2015-03-09,50.0,15.0,29.0,45.0,15.0
2015-03-10,49.0,14.0,30.0,58.0,12.0
2015-03-11,38.0,14.0,26.0,56.0,7.0
2015-03-12,35.0,16.0,14.0,48.0,7.0
2015-03-13,64.0,16.0,44.0,49.0,18.0
2015-03-14,72.0,17.0,40.0,43.0,8.0
2015-03-15,57.0,16.0,19.0,36.0,9.0
2015-03-16,53.0,14.0,40.0,71.0,10.0
2015-03-17,66.0,20.0,26.0,85.0,14.0
2015-03-18,70.0,18.0,31.0,56.4,14.0
2015-03-19,65.0,16.0,19.0,81.0,15.0
2015-03-20,57.0,15.0,17.0,77.0,15.0
2015-03-21,52.0,14.0,20.0,76.4,14.0
2015-03-22,63.0,16.0,36.0,49.8,16.0
2015-03-23,53.0,17.0,25.0,61.2,16.0
2015-03-24,76.0,17.0,17.0,14.0,13.0
2015-03-25,75.0,16.0,27.0,23.0,12.0
2015-03-26,60.0,13.0,34.0,12.0,18.0
2015-03-27,67.0,17.0,31.0,12.0,11.0
2015-03-28,68.0,14.0,28.0,12.0,16.0
2015-03-29,78.0,15.0,37.0,11.0,8.0
2015-03-30,69.0,14.0,30.0,47.0,8.0
2015-03-31,80.0,17.0,21.0,64.0,12.0
2015-04-01,65.0,13.0,25.0,76.0,12.0
2015-04-02,65.0,13.0,36.0,79.0,13.0
2015-04-03,50.0,14.0,39.0,45.0,12.0
2015-04-04,75.0,18.0,40.0,85.0,10.0
2015-04-05,75.0,19.0,44.0,59.0,9.0
2015-04-06,71.0,17.0,30.0,57.0,14.0
2015-04-07,57.0,17.0,12.0,24.0,6.0
2015-04-08,65.0,15.0,26.0,66.0,7.0
2015-04-09,64.0,14.0,38.0,61.0,11.0
2015-04-10,87.0,15.0,58.0,79.0,15.0
2015-04-11,59.0,17.0,19.0,60.0,9.0
2015-04-12,62.0,22.0,26.0,70.0,10.0
2015-04-13,62.0,16.0,27.0,61.0,11.0
2015-04-14,74.0,22.0,18.0,61.0,11.0
2015-04-15,60.0,17.0,24.0,62.0,15.0
2015-04-16,63.0,18.0,19.0,76.0,12.0
2015-04-17,61.0,18.0,21.0,36.0,11.0
2015-04-18,84.0,15.0,45.0,55.0,11.0
2015-04-19,83.0,16.0,32.0,92.0,13.0
2015-04-20,61.0,22.0,42.0,70.0,14.0
2015-04-21,74.0,16.0,26.0,81.0,14.0
2015-04-22,71.0,17.0,28.0,84.0,16.0
2015-04-23,40.0,16.0,12.0,27.0,7.0
2015-04-24,26.0,15.0,9.0,19.0,4.0
2015-04-25,28.0,15.0,9.0,28.0,5.0
2015-04-26,36.0,15.0,21.0,42.0,9.0
2015-04-27,46.0,15.0,34.0,67.0,9.0
2015-04-28,46.0,15.0,18.0,38.0,6.0
2015-04-29,50.0,16.6,19.0,41.6,9.2
2015-04-30,37.0,31.2,11.4,59.4,8.6
2015-05-01,56.0,17.0,16.0,92.0,9.0
2015-05-02,82.0,19.0,21.0,97.0,10.0
2015-05-03,65.0,18.0,27.0,93.0,14.0
2015-05-04,55.0,19.0,31.0,71.0,11.0
2015-05-05,64.0,18.0,42.0,68.4,12.0
2015-05-06,79.0,19.0,37.0,49.0,14.0
2015-05-07,59.0,18.0,15.0,60.4,9.0
2015-05-08,72.0,22.0,15.0,53.0,13.0
2015-05-09,83.0,15.0,27.0,58.0,11.0
2015-05-10,57.0,19.0,21.0,57.0,14.0
2015-05-11,65.0,23.0,15.0,63.8,9.0
2015-05-12,73.0,19.0,28.0,89.0,11.0
2015-05-13,75.0,18.0,23.0,63.0,13.0
2015-05-14,67.0,18.0,17.0,60.8,9.0
2015-05-15,58.0,17.0,18.0,61.4,8.0
2015-05-16,67.0,17.0,13.0,92.0,10.0
2015-05-17,67.0,17.0,17.6,70.8,42.0
2015-05-18,77.0,18.0,21.4,44.0,30.0
2015-05-19,80.0,18.0,23.6,36.0,17.0
2015-05-20,83.0,18.0,15.0,53.4,12.0
2015-05-21,87.0,18.0,17.8,25.0,14.0
2015-05-22,83.0,18.0,15.2,35.0,12.0
2015-05-23,93.0,18.0,10.4,36.0,9.0
2015-05-24,87.0,18.0,16.0,29.0,9.0
2015-05-25,83.0,20.0,16.0,45.2,11.0
2015-05-26,78.0,19.0,16.0,50.6,8.0
2015-05-27,96.0,20.0,26.6,42.0,15.0
2015-05-28,69.0,20.0,10.4,39.0,7.0
2015-05-29,58.0,20.0,10.6,52.4,7.0
2015-05-30,63.6,20.0,30.8,72.0,13.0
2015-05-31,58.2,20.0,16.2,63.0,9.0
2015-06-01,57.4,20.0,21.8,65.0,10.0
2015-06-02,89.0,20.0,11.8,42.0,11.0
2015-06-03,61.0,19.0,21.2,47.0,13.0
2015-06-04,79.0,19.0,6.4,31.0,9.0
2015-06-05,63.0,21.0,22.4,34.0,8.0
2015-06-06,79.0,25.0,11.0,59.0,10.0
2015-06-07,86.0,22.0,11.0,45.0,16.0
2015-06-08,85.0,21.0,15.0,35.0,14.0
2015-06-09,91.0,21.0,13.0,33.0,13.0
2015-06-10,71.0,22.0,13.0,31.0,13.0
2015-06-11,69.0,19.0,16.0,56.0,13.0
2015-06-12,71.0,20.0,21.8,66.0,14.0
2015-06-13,79.0,24.0,14.4,62.0,11.0
2015-06-14,89.0,23.0,11.0,59.0,10.0
2015-06-15,85.0,23.0,12.0,86.0,10.0
2015-06-16,92.0,28.0,12.0,98.0,11.0
2015-06-17,115.0,27.0,12.0,66.0,18.0
2015-06-18,83.0,26.0,7.0,56.0,12.0
2015-06-19,79.0,25.0,8.0,84.0,14.0
2015-06-20,79.0,24.0,7.0,77.0,11.0
2015-06-21,92.0,26.0,10.0,74.0,17.0
2015-06-22,98.0,24.0,8.0,65.0,20.0
2015-06-23,109.0,26.0,9.0,73.0,15.0
2015-06-24,75.0,24.0,10.0,81.0,10.0
2015-06-25,84.0,27.0,13.0,64.0,20.0
2015-06-26,83.0,25.0,8.0,49.0,14.0
2015-06-27,82.0,25.0,10.0,45.0,12.0
2015-06-28,72.0,25.0,7.0,67.0,9.0
2015-06-29,94.0,28.0,10.0,101.0,12.0
2015-06-30,95.0,30.0,8.0,86.0,11.0
2015-07-01,83.0,27.0,7.0,86.0,14.0
2015-07-02,86.0,28.0,10.0,93.0,15.0
2015-07-03,63.36065573770492,21.22280887011616,17.829605963791266,61.37369290038525,11.627486910994763
2015-07-04,63.36065573770492,21.22280887011616,17.829605963791266,61.37369290038525,11.627486910994763
2015-07-05,110.0,30.0,15.0,50.0,16.0
2015-07-06,84.0,19.6,21.6,81.2,14.6
2015-07-07,83.0,15.2,19.6,77.6,14.8
2015-07-08,81.0,26.0,8.0,89.0,11.0
2015-07-09,81.0,29.0,8.0,83.0,16.0
2015-07-10,73.0,29.0,6.0,66.0,16.0
2015-07-11,65.0,26.0,7.0,41.0,10.0
2015-07-12,63.0,26.0,5.0,44.0,9.0
2015-07-13,58.0,26.0,5.0,38.0,6.0
2015-07-14,70.0,26.0,6.0,31.0,7.0
2015-07-15,63.36065573770492,21.22280887011616,17.829605963791266,61.37369290038525,11.627486910994763
2015-07-16,55.0,26.0,4.0,41.0,7.0
2015-07-17,56.0,26.0,5.0,68.6,8.0
2015-07-18,52.0,24.0,5.0,46.0,6.0
2015-07-19,54.0,26.0,5.0,50.0,6.0
2015-07-20,55.0,26.0,5.0,63.2,7.0
2015-07-21,72.0,25.0,5.0,45.4,5.0
2015-07-22,62.0,26.0,5.0,57.0,7.0
2015-07-23,63.0,26.0,5.0,43.0,5.0
2015-07-24,59.0,26.0,4.0,48.2,6.0
2015-07-25,66.0,26.0,6.0,59.0,8.0
2015-07-26,110.0,28.0,8.0,65.0,30.0
2015-07-27,69.0,26.0,7.0,64.2,10.0
2015-07-28,65.0,27.0,6.0,55.6,8.0
2015-07-29,71.0,29.0,6.0,59.2,9.0
2015-07-30,80.0,28.0,7.0,53.4,12.0
2015-07-31,79.0,26.0,8.0,59.0,10.0
2015-08-01,81.0,32.0,11.0,63.0,15.0
2015-08-02,86.0,26.0,9.0,61.0,9.0
2015-08-03,67.0,27.0,7.0,47.0,12.0
2015-08-04,101.0,29.0,12.0,75.0,16.0
2015-08-05,91.0,29.0,8.0,57.0,15.0
2015-08-06,86.0,27.0,8.0,56.0,15.0
2015-08-07,62.0,26.0,7.0,82.0,10.0
2015-08-08,70.0,27.0,7.0,72.0,12.0
2015-08-09,76.0,28.0,7.0,45.0,9.0
2015-08-10,68.0,28.0,6.0,44.0,8.0
2015-08-11,75.0,28.0,7.0,45.0,10.0
2015-08-12,66.0,25.0,6.0,73.0,9.0
2015-08-13,92.0,25.0,13.0,43.0,12.0
2015-08-14,65.0,25.0,6.0,32.0,8.0
2015-08-15,70.0,29.0,6.0,46.0,11.0
2015-08-16,69.0,27.0,5.0,54.4,10.0
2015-08-17,72.0,29.0,5.0,61.0,9.0
2015-08-18,78.0,28.0,6.0,57.6,8.0
2015-08-19,88.0,28.0,6.0,54.0,10.0
2015-08-20,94.0,27.0,8.0,69.6,13.0
2015-08-21,79.0,29.0,6.0,57.8,12.0
2015-08-22,94.0,29.0,6.0,60.6,13.0
2015-08-23,97.0,27.0,7.0,57.6,7.0
2015-08-24,87.0,28.0,7.0,52.0,13.0
2015-08-25,96.0,28.0,7.0,71.0,12.0
2015-08-26,110.0,28.0,7.0,62.0,9.0
2015-08-27,97.0,27.0,7.0,49.0,12.0
2015-08-28,88.0,28.0,6.0,47.0,10.0
2015-08-29,81.0,28.0,7.0,54.0,10.0
2015-08-30,80.0,30.0,5.0,56.0,8.0
2015-08-31,69.0,28.0,5.0,68.0,9.0
2015-09-01,78.0,28.0,6.0,58.0,9.0
2015-09-02,86.0,30.0,10.0,55.0,13.0
2015-09-03,101.0,30.0,9.0,47.0,12.0
2015-09-04,89.0,28.0,7.0,46.0,14.0
2015-09-05,80.0,29.0,5.0,64.0,9.0
2015-09-06,89.0,29.0,7.0,59.0,9.0
2015-09-07,82.0,29.0,7.0,60.0,10.0
2015-09-08,86.0,31.0,7.0,86.0,13.0
2015-09-09,94.0,29.0,8.0,70.0,11.0
2015-09-10,90.4,31.0,9.0,70.0,15.0
2015-09-11,83.2,29.0,7.0,57.0,13.0
2015-09-12,57.6,30.0,5.0,58.0,10.0
2015-09-13,78.0,29.0,5.0,73.0,12.0
2015-09-14,81.4,33.0,8.0,84.0,24.0
2015-09-15,84.0,33.0,7.0,63.0,18.0
2015-09-16,76.0,28.0,5.0,49.0,9.0
2015-09-17,96.0,30.0,7.0,56.0,14.0
2015-09-18,94.0,28.0,6.0,50.0,8.0
2015-09-19,100.0,31.0,6.0,44.0,9.0
2015-09-20,116.0,27.0,7.0,51.0,10.0
2015-09-21,112.0,31.0,9.0,33.0,12.0
2015-09-22,114.0,31.0,9.0,67.0,14.0
2015-09-23,93.0,32.0,13.0,76.0,17.0
2015-09-24,98.0,33.0,11.0,75.0,14.0
2015-09-25,88.0,29.0,7.0,60.0,9.0
2015-09-26,77.0,32.0,6.0,44.0,13.0
2015-09-27,80.0,30.0,7.0,42.0,11.0
2015-09-28,76.0,29.0,7.0,58.0,12.0
2015-09-29,105.0,31.0,9.0,42.0,13.0
2015-09-30,92.0,30.0,5.0,45.0,11.0
2015-10-01,121.0,31.0,14.0,59.0,33.0
2015-10-02,107.0,29.0,9.0,46.0,11.0
2015-10-03,108.0,29.0,7.0,45.0,11.0
2015-10-04,121.0,30.0,5.0,48.0,10.0
2015-10-05,86.0,28.0,4.0,51.0,9.0
2015-10-06,93.0,30.0,6.0,55.0,14.0
2015-10-07,78.0,29.0,6.0,58.0,13.0
2015-10-08,67.0,26.0,6.0,69.0,12.0
2015-10-09,79.0,29.0,5.0,54.0,8.0
2015-10-10,80.0,29.0,7.0,55.0,14.0
2015-10-11,87.0,29.0,8.0,46.0,11.0
2015-10-12,80.0,29.0,5.0,62.0,9.0
2015-10-13,80.0,28.0,5.0,43.0,9.0
2015-10-14,76.0,28.0,7.0,71.0,6.0
2015-10-15,89.0,32.0,11.0,35.0,17.0
2015-10-16,63.36065573770492,21.22280887011616,17.829605963791266,61.37369290038525,11.627486910994763
2015-10-17,63.36065573770492,21.22280887011616,17.829605963791266,61.37369290038525,11.627486910994763
2015-10-18,63.36065573770492,21.22280887011616,17.829605963791266,61.37369290038525,11.627486910994763
2015-10-19,63.36065573770492,21.22280887011616,17.829605963791266,61.37369290038525,11.627486910994763
2015-10-20,100.0,33.0,7.0,74.0,17.0
2015-10-21,112.0,31.0,10.0,55.0,14.0
2015-10-22,79.0,31.0,2.0,60.0,11.0
2015-10-23,93.0,31.0,7.0,62.6,12.0
2015-10-24,122.0,31.0,8.0,62.2,15.0
2015-10-25,116.0,28.0,2.0,31.8,5.0
2015-10-26,121.0,29.0,5.0,61.2,15.0
2015-10-27,108.0,31.0,7.0,70.2,21.0
2015-10-28,100.0,29.0,4.0,65.0,13.0
2015-10-29,93.0,30.0,4.0,62.0,14.0
2015-10-30,92.0,28.0,5.0,70.0,12.0
2015-10-31,93.0,29.0,6.0,78.0,17.0
2015-11-01,103.0,28.0,6.0,68.0,13.0
2015-11-02,84.0,28.0,4.0,65.0,11.0
2015-11-03,65.0,27.0,3.0,50.0,15.0
2015-11-04,75.0,28.0,6.0,44.0,16.0
2015-11-05,89.0,28.0,7.0,55.0,14.0
2015-11-06,82.0,28.0,7.0,44.0,16.0
2015-11-07,90.0,31.0,4.0,36.0,24.0
2015-11-08,71.0,29.0,7.0,51.0,13.0
2015-11-09,51.0,29.0,14.0,59.0,10.0
2015-11-10,65.0,30.0,4.0,69.0,10.0
2015-11-11,90.0,30.0,8.0,61.0,15.0
2015-11-12,71.0,30.0,4.0,66.0,13.0
2015-11-13,65.0,28.0,13.0,42.0,12.0
2015-11-14,59.0,28.0,13.2,42.0,11.0
2015-11-15,71.0,28.0,4.6,39.0,8.0
2015-11-16,58.0,28.0,14.4,47.0,11.0
2015-11-17,56.0,30.0,16.4,62.0,11.0
2015-11-18,74.0,30.0,9.8,51.0,10.0
2015-11-19,65.0,29.0,13.0,30.0,10.0
2015-11-20,73.0,29.0,9.2,69.0,11.0
2015-11-21,75.0,30.0,8.2,45.0,12.0
2015-11-22,81.0,29.0,11.8,56.4,13.0
2015-11-23,67.0,29.0,13.0,32.0,11.0
2015-11-24,66.0,29.0,13.0,34.0,10.0
2015-11-25,63.0,29.0,19.0,54.0,17.0
2015-11-26,70.0,29.0,11.4,45.0,14.0
2015-11-27,65.0,29.0,14.2,38.0,14.0
2015-11-28,107.0,14.2,22.2,61.0,16.0
2015-11-29,73.0,29.0,6.4,32.0,16.0
2015-11-30,79.0,29.0,8.2,59.0,13.0
2015-12-01,61.0,29.6,18.0,53.0,13.2
2015-12-02,61.0,29.6,18.0,53.0,13.2
2015-12-03,69.0,32.0,11.2,69.0,13.0
2015-12-04,62.0,30.0,15.4,38.0,12.0
2015-12-05,74.0,31.0,18.2,67.0,24.0
2015-12-06,67.0,34.0,17.4,79.0,13.0
2015-12-07,50.0,31.0,26.6,51.0,15.0
2015-12-08,61.0,32.0,19.4,48.0,14.0
2015-12-09,53.0,31.0,19.6,55.0,12.0
2015-12-10,61.0,16.4,17.2,80.0,11.0
2015-12-11,66.0,23.6,14.4,57.2,16.0
2015-12-12,56.0,27.0,13.0,52.6,12.0
2015-12-13,58.0,17.2,19.0,86.4,9.0
2015-12-14,35.0,22.2,7.4,19.0,9.0
2015-12-15,37.0,17.2,13.0,54.8,5.0
2015-12-16,36.0,16.6,16.2,50.4,6.0
2015-12-17,26.0,29.6,0.0,27.0,7.0
2015-12-18,35.0,25.0,0.0,33.2,9.0
2015-12-19,37.0,23.8,0.0,75.0,9.0
2015-12-20,51.2,22.4,2.0,97.0,10.0
2015-12-21,29.2,31.4,1.0,32.0,6.0
2015-12-22,44.0,28.8,0.0,19.0,7.0
2015-12-23,39.6,31.6,0.0,31.0,6.0
2015-12-24,43.8,25.2,0.0,20.0,8.0
2015-12-25,44.8,30.0,0.0,41.0,6.0
2015-12-26,48.8,29.0,0.0,40.0,8.0
2015-12-27,46.0,28.2,0.0,47.0,9.0
2015-12-28,67.0,25.2,0.0,45.0,13.0
2015-12-29,62.4,23.2,0.0,40.0,10.0
2015-12-30,71.6,23.6,0.0,29.0,14.0
2015-12-31,41.0,29.6,1.0,25.0,7.0
